student_id,python,java,c,cpp,web_dev,dsa,ml,dl,stats,sql,data_visualization,cloud,git,linux,communication,teamwork,problem_solving,leadership,creativity,time_management,age,cgpa,course,year,learning_hours,internships,certifications
1580,4.379495125971238,2.413847204175221,4.5613566263836525,10.0,5.686990702798289,4.784315587147032,6.0332308093408935,3.373702826570103,7.638297585693207,7.726659824403011,10.0,5.062672453836745,7.2325906833230444,6.1438893170387185,9.16491053796978,5.502385840935333,10.0,7.38516976696519,6.7740670063531745,6.0645550214993,19,6.39,ECE,1,4.0,2,3
1581,6.401138394461886,5.424187846264159,5.738849085409657,6.124893953326259,4.90632550847907,8.222712368346187,3.7481701858239145,5.184112729550904,6.085508312884828,5.183222798929327,8.099119904144526,8.118305323520186,3.2900589742300537,6.8814421075796215,3.9372300132695175,6.058616072082623,9.163267005414333,6.816130285271131,2.105506854358593,10.0,19,6.53,IT,4,1.3,1,9
1582,8.29727469885743,6.490077328630812,6.922661426070843,7.101147187403196,6.173574852548082,8.031293465999429,7.365407262178623,10.0,4.820692419459221,5.445539661346345,6.722812922343873,9.07660905667022,7.658769206836207,6.235416576644995,5.519248796117141,3.9797721041650225,3.669892602100598,8.002129372919324,7.726086501662628,2.9086373398907197,21,8.25,AIML,2,3.8,2,8
1583,3.968356362043206,5.460096206349672,5.128285290037186,5.081049136094712,7.01963581689392,8.149482500441676,7.546106612091956,5.8087784416339385,8.131509863611344,5.938227222379922,6.550043637594402,7.817695322367567,6.239938894922863,6.567355754176936,6.545976527957953,4.115218325649591,4.756889737966726,5.169347985738532,6.961740509298376,1.0,21,8.42,ECE,1,2.5,1,3
1584,6.123359699695944,2.913098113628506,6.92864112165333,7.765849611173504,10.0,3.4659960477574545,3.334628709704511,7.291733336664462,3.5390320581492007,9.483824487193967,9.104203339019577,5.248707500948786,9.993931740854078,7.519331976457883,6.930883408578104,8.595615353277134,5.656756514519055,7.3852272075323135,5.125747322160625,6.263729860171254,21,7.13,CSE,4,1.6,0,5
1585,6.857633000661146,9.188355912408024,7.11079772130348,3.568913575897886,6.224664136774409,7.05040193203136,4.934309247060851,6.337607619848154,5.927385558655063,6.757517905489283,5.427126015149342,6.684519000067876,3.1214562848756264,3.345771015100957,4.270518381504665,6.090922357387432,7.3294055684417545,4.4051804046713325,4.372264546866762,5.3525537136110355,25,7.68,IT,4,1.7,0,3
1586,7.386211214526288,6.207076307898351,8.166523552588608,1.0,9.022282320025347,5.686802868166273,7.752491727411441,3.189603927667077,4.862868855641935,5.014453674902916,7.591805092302605,4.180612537707487,3.7357075676928515,6.125690850037295,5.643408292278701,7.939978447465233,6.944593762939279,9.236725563289149,3.722811538178045,5.594073299725467,23,5.84,IT,1,2.5,2,7
1587,6.35288311055445,8.862304235523482,4.788019907830176,4.418578761022866,6.715510166853753,8.176993715058224,4.366188507259018,8.89792649204634,7.684188133915843,10.0,10.0,6.420845998842173,7.450795104361107,6.4930077950890075,5.4203140717399805,5.669488838389426,3.8023324384758674,8.086292570242664,7.273549083787025,3.9195345544962854,19,6.89,IT,4,3.6,3,5
1588,5.265944321833356,5.4799274996391105,4.1144495195390505,3.0890530487653685,5.800943344704494,2.6899992005463096,6.564327477227665,5.504356380352131,4.1066387100113575,6.022416476768684,5.781251052685403,2.4858208405376203,9.023219938194302,5.0621745212850335,6.607263821768325,6.840259823740816,10.0,7.3169989589672655,4.6442717571314605,6.761163455021706,22,7.92,CSE,3,2.5,3,2
1589,4.344819558702561,4.239976036618472,5.384845220872513,8.95585347231907,6.297095055422585,6.7355757781312064,8.849624372732546,3.378974870562611,5.182334814750021,1.8493664613871381,1.972095566053122,6.470570577573961,5.759469508220672,1.7485022816807234,3.647666809590257,2.512509362932009,5.206820763454529,5.315879570032689,7.045188853570636,8.84964812452213,22,6.78,IT,2,2.0,3,7
1590,6.172287766092749,6.53836184051032,4.064495320905801,9.631354910160631,3.556527260614981,6.452750405680134,1.2150303369177635,4.975532983113331,6.087827004084991,3.2263464786697513,4.278373228390021,5.889635947855965,5.770027503696523,3.951600515976512,8.542829932073863,7.721413991524996,9.609862065707759,7.38697314698495,5.853910935242148,4.559018696784442,18,6.15,CSE,4,2.4,0,9
1591,3.855721976028786,5.568425747343561,7.128996408094994,3.194141855173778,6.611720541504075,2.0197665255021295,5.317503361342475,5.587511810051603,8.975446104030276,7.116473483277483,6.586890818486252,6.8815042852448105,6.414297179373403,4.983465238234013,6.516082982575921,5.942010487931972,4.791851494757802,5.9629844795783145,6.567022450602691,7.938609544690966,22,6.51,Cyber,1,1.0,2,1
1592,1.0,3.644477084017284,3.6764973996471775,8.583431215042479,2.015869870357255,4.229159287810045,6.523271997134978,7.498959047002451,4.934967385673702,2.4455455507249932,4.326099123966246,5.975360259410811,5.031711993944221,6.299194456459464,8.13421948522036,5.060070621548674,8.113541413285896,4.887658144733427,8.642120967806221,6.553856839119239,20,5.9,AIML,3,1.4,0,1
1593,6.873119608315336,8.93956851757499,10.0,7.902769967001541,4.274667284222936,2.339695573766298,2.4159012281131838,4.638473638779439,5.198215850141331,6.996102169225356,5.305572046440583,7.67011301821392,7.975074845847512,6.066914689916147,4.857491386216127,7.25712252289796,6.751391418849653,7.169959642226942,7.059781848707708,6.829917023848148,22,6.34,Cyber,4,2.4,2,5
1594,7.807869682172391,4.755459554212008,8.591855723147502,2.8604466305622473,6.219686186267621,4.547289396154186,4.940777219495064,10.0,3.3035966145938924,4.440064077887749,5.409908309219057,4.473011373408912,5.034769882556296,9.846638753146628,3.5596040846585635,7.987462974031554,4.288799182825149,2.1953504330022744,6.8763088536540415,6.341424092665534,21,8.38,CSE,2,2.2,0,3
1595,1.2741351289163232,2.319467230408863,6.025151539200628,5.219464938136763,8.387964546357688,7.098434169330296,8.088997288283627,4.125662034982786,4.0340104724848675,8.355432264011457,7.12189860650694,7.512945229966747,7.400666673626627,7.887342738157281,4.090917158992831,5.188418094856421,7.175309873757524,7.773609906880066,4.933602131615738,5.102587632362548,24,9.06,ECE,4,2.0,2,5
1596,3.980538590580125,8.656332107914665,7.7347889859959515,4.83967255575096,8.861248793996788,6.390731151297215,4.591369702512221,7.223989924462058,6.825962504830675,6.335025733088861,4.108068298968394,6.944632552141326,3.3534834405865177,5.953960409478493,7.4013412970181225,3.6078193515022385,6.366484089818432,3.9398505914074002,7.016058614469319,7.333466439890543,23,9.36,Cyber,3,2.2,0,4
1597,7.238308522010396,4.991403968374754,2.726396271378417,7.4959907972544,5.52690684071813,6.338800161187097,3.0313471282284823,2.052054517176776,6.064137018397402,2.725955181609142,4.832470609293667,8.178984554423366,9.43706737486026,6.24235970224997,5.11841572303708,9.331130111095662,7.84421211196115,7.4657488393255385,5.951649379121795,4.8826611718105655,20,7.28,CSE,2,1.8,1,6
1598,10.0,4.784352214768751,10.0,3.5424412981899724,6.311434639060882,3.920503782137235,8.261663646324521,5.752602667481401,6.096206296400258,7.828446091989005,8.814094379401787,8.313389775996932,1.759270929010425,8.541354281225782,2.76033276305025,5.568712491186401,4.4485764292241985,3.0196434505375067,3.402835928372295,7.958606183307165,19,7.36,IT,2,0.9,3,8
1599,6.041587415350816,2.469224825940052,4.819570775599021,5.802254748681035,7.968724939164056,8.240900983021064,6.889003387060864,6.73446855864423,9.482429863085967,8.727195103668599,5.036075817585184,4.096181858130073,3.873489266009641,8.618164208679602,6.360989387176697,2.1619441264430264,5.832233935558947,5.172743356930527,5.6900705532623395,8.27602391408385,21,8.34,AIML,3,1.1,2,0
1600,4.543994117541731,9.481882973193981,5.759005172201281,4.628130992100764,3.3410128556141623,5.96236064327732,5.862287416990759,3.760833492354761,2.655444173658732,3.4463333806478516,7.451571058628698,7.034065355712903,10.0,6.668188801313284,5.358425718207057,5.15612389044902,7.617725836958907,6.907890306097801,8.442521065614844,5.59766696170448,22,6.11,IT,4,2.6,0,8
1601,5.63420711779032,3.421038825580625,2.2881334256231267,6.946682366770287,6.809495010631007,6.067407624515017,5.803216345783956,8.998090962083339,10.0,4.394422637763757,6.027876201091031,3.6686318178205273,6.202041257795115,9.466625668730199,5.409340712332756,6.89922185169835,2.3444589855844487,7.741386348314226,4.233232049526594,3.8763960881164277,23,6.61,AIML,4,3.7,3,9
1602,8.74975283829637,6.1168989614113,6.972574609481789,5.566415936624141,4.344214265268382,7.880799137892261,8.056564942209883,6.868953302368342,8.356549361109533,7.0047683652525805,5.953764501903072,8.319335274510774,4.680392766904727,4.204008006463537,2.579564754136683,5.836296918940502,3.6915154794108718,4.618085565130952,6.702139961184554,5.958458805616265,25,6.74,CSE,2,2.5,0,6
1603,4.708071641750929,7.825240645080881,3.7873116858457823,4.92950859211921,5.656349910646562,4.017308504614923,6.589056650018459,5.364719070307145,5.348413998251582,7.363429789736504,7.476283132874025,4.293751025972651,3.445789659888548,5.942297466074563,2.9820195729479217,5.741914641216841,6.08058820931741,4.1496591546320385,5.794118269163954,8.23604558839879,19,9.0,Cyber,3,1.1,1,6
1604,4.401615986699493,6.843433866006194,6.203311523132059,5.573406848735844,5.0819534990113695,6.457095539743846,7.291224292537084,6.8473550032559505,6.782465573702357,10.0,2.2750754700831584,5.23995321126599,5.127871846590075,10.0,4.904004251245513,5.29622238769172,6.360054720490295,8.043873380468986,6.040616831651014,5.00133726810766,18,6.95,IT,1,3.1,2,0
1605,5.034512955635935,5.8806913760156165,4.911451134150924,10.0,6.870716254096295,6.84692498320284,4.61486721038583,4.813371676126434,4.634309831506571,7.7818171064231,6.886688815768971,6.4351081842972295,6.5795284486393895,7.420565071327054,4.144932538541062,5.158011987846414,5.808876046964596,9.802517813042263,5.606005642476169,6.2619225859976355,21,8.83,CSE,3,2.1,3,1
1606,4.0933427834825755,2.5966682834251675,3.844512130139313,5.166200727761222,7.100607348018181,4.908863699412304,2.1652899823865104,8.502759804815152,6.638466418885094,10.0,7.105524672181654,7.47695756274212,6.97339992928619,5.718068721652864,4.8612990808673455,3.444131151597377,7.596656668053714,4.180222796015298,6.554008546640059,5.528770833798176,20,6.73,DS,4,2.8,0,4
1607,6.245340631989591,4.380550328465432,4.391276996474765,3.917989563432426,7.782157354794794,7.304746761519552,7.24382740041691,8.030597203644351,10.0,6.0388219478647125,7.6968872071019385,6.742605386051787,6.644527870928508,6.207873447383329,7.665027890441187,3.404754828441756,5.799483436022054,1.0,3.972129538594382,5.2267594790043335,21,6.34,IT,1,2.1,2,5
1608,9.24935691693912,6.375600676085044,6.451576068171042,7.166867138311931,6.696397656928896,6.954246341259134,8.201855843332364,6.7467801342149745,4.707423583495938,6.7672533353200315,5.249058521781946,7.531271041215463,2.427512275649463,6.359287500911863,3.871752280806583,6.72796339718887,8.045220540970485,9.04149755315056,7.119881387440141,9.301396140677603,24,9.37,ECE,4,3.1,1,1
1609,6.6461585462320585,4.425651860026007,3.437018054262351,5.712950661154087,6.343307539937793,5.7976465754451505,5.550876064655032,7.223384094995847,5.535988783563298,4.863742397642854,6.001051261671448,6.02496114268045,6.277863717115128,9.339877842236472,4.188582082022172,8.460889942750244,6.646992930020161,5.705474038722378,5.124772147583146,7.8385918112871575,20,7.71,ECE,3,2.8,3,8
1610,5.495292995747425,6.406718919997536,4.502376657952846,3.169532138267055,9.708047600877205,5.735698219730277,7.775513167587027,3.0456075797975632,4.486467558804241,4.954794150849869,1.09493878255281,6.488196941353318,6.677961401158836,7.608396798785657,4.94577363349054,5.448262722956242,3.764250120561061,4.189154285469111,6.364637800331519,4.41954822772488,20,6.73,IT,1,0.8,0,5
1611,5.416377462168912,7.3634868176302835,7.326546762528956,10.0,2.9512818596056456,7.04709531574261,5.329574413646165,8.93389021348893,4.807772776756805,6.294200661164828,4.660317406073062,2.466367816108482,6.697264331324018,5.842560652861748,4.073305767991979,8.771622476640218,6.32342057865933,6.1163737146177946,6.4755134680217985,1.9362053153569683,25,5.62,DS,3,2.9,3,8
1612,2.873618382606686,7.925005771600203,10.0,5.295042108826705,9.39121972025848,7.576942080026381,5.818601677363056,5.801284357469398,5.194611937328768,4.834991667178729,6.351170600958066,8.052180352811751,6.058926912320545,2.6479391681023303,5.5691988600739455,8.197649404398543,5.843168927514138,9.889416626602369,6.52578079091272,6.931233082584602,18,6.86,IT,3,2.1,1,9
1613,7.766219554294318,3.547641284374633,6.95517763910601,5.244261092077298,5.420356182263206,6.1257998348132805,9.504857576774546,8.050091298852202,3.8102288226520837,1.0,8.94132294690829,5.417657944210934,3.5420407620291607,4.5466135683026,8.055295354045581,5.736242117998774,4.65782434253023,7.3151450847222215,5.541832039258448,4.3086765510982366,24,9.52,DS,1,1.9,2,8
1614,5.8443256059743955,10.0,4.1654767156454255,6.319670703816195,7.14178317273661,8.240378920813693,5.416959892587139,7.499684447049394,5.472775866372391,4.666398637235695,9.691557826523148,5.139125563579827,4.156923710224982,6.1201308406240935,5.4250146249498385,7.27581811813401,2.9654708024201475,7.561184628883221,3.496918335096629,6.496553960220441,20,7.1,DS,3,2.7,0,6
1615,5.639040172818749,7.534958689108262,5.265771659855378,9.460233538417679,5.348680638812798,7.3170519248611665,5.298861214893211,8.019429535087744,6.108464791698758,8.153388250800392,5.315104202201006,9.873616299359336,8.426191443411136,5.740789820995723,6.51643137182265,6.9786936696885125,3.6402901708471718,6.323578211946696,4.91032467428195,5.5394361036911075,19,5.0,IT,1,2.5,3,5
1616,10.0,5.996571692661872,6.063178012305157,2.6405093469620087,4.594916740896748,2.42307210054637,2.2600409535853716,3.9044740994820915,5.19370018938959,6.145618040446596,7.7480631857265525,1.0,4.448617145895859,8.19172461721947,1.3577403709426807,4.990031101404185,4.304252745671266,6.953969773907677,5.289227477058926,8.551075374257024,20,7.05,IT,2,1.4,3,8
1617,6.597505816731372,8.17907316615328,5.301150098728585,6.551971698841079,6.969154385588457,3.190206604915715,7.380146319961984,4.159001315368178,1.4018093015690205,6.156818961773574,5.705586603726364,6.1905786673286025,4.555948336036106,5.537293927703806,6.163076668532665,1.6844881061820223,8.117525038977295,9.394684115679942,2.551977903020526,5.666830029329313,23,8.38,CSE,1,2.5,1,6
1618,4.496417899809631,10.0,7.806116333473866,10.0,8.084256617228887,8.364470438043323,4.5803172690913865,10.0,5.691364585258876,4.473110142188593,2.768082782266772,1.5202645602870968,5.407480710132989,7.677338472418948,8.951631580279656,6.277519630063223,5.3503013405276505,4.194861919372129,4.930076948854136,6.42882821700258,20,7.19,ECE,3,0.5,1,0
1619,5.147284807588913,3.122559797886261,6.434946966028449,6.257457361479297,6.94601590993481,5.506453737058204,6.294450022025385,2.9613158530152863,5.905456755911018,6.665900689451426,7.210110559545845,6.679003710480457,3.566736269966378,3.055850829943678,6.196524658499802,7.402978013913758,8.444233915063485,7.520202022696746,8.213704902983801,10.0,23,8.12,Cyber,3,2.9,2,3
1620,8.29689141839351,5.5494747150172925,7.815704769819741,3.5293320413930407,4.915768426634235,6.328351645594948,5.369921825134564,3.8047792929825834,9.79508338988698,9.317316544882381,9.662570492734893,4.6017576227275026,7.267612279952163,4.951033108088312,6.256407449136355,4.892968655133878,3.9555550375678834,5.930693800176061,3.9365494283701836,8.357108399400351,20,7.95,ECE,2,2.4,3,5
1621,6.226540821075529,1.2431366802533432,5.371112419404741,4.763206294078695,10.0,8.27858103531829,5.108414569016114,6.086487993196319,6.053637440360876,8.801412750075015,5.237125959585845,1.0,3.463086295671501,7.3893591873892985,6.571092164987539,10.0,4.588010694755142,5.874020021449715,7.52420741070026,2.443667318093748,21,7.22,IT,2,2.5,1,6
1622,3.1234440433652666,6.385303065296049,8.651000439442512,6.413765059513581,8.397147341732504,5.987177565256318,5.764541020276713,6.08995945465722,7.871172145065321,6.731737820206829,4.185486192916642,8.17825971210974,8.168011201508053,10.0,9.136015278937778,8.064921818244036,4.875316234155131,3.7112364546185836,4.905570658439977,5.432493158076604,20,6.67,Cyber,2,1.6,2,3
1623,7.838457869150407,6.730788483850281,5.667028831436908,8.661607831279724,7.866684608414506,6.074535219178697,5.9182953208811835,4.91996384573505,5.148600583287852,4.292551912082022,6.134737703235726,3.4204559815115405,3.310405788629996,5.7159697587678675,8.70755747000267,3.0548109002454558,5.417376971099679,6.841664101476955,4.8310625248721015,4.907740230094056,21,6.91,CSE,2,5.1,0,9
1624,4.663711828922012,5.921675769114481,4.057620261724017,5.321328311167878,5.294071538515592,4.262541534416542,8.352158119270449,7.2321577438385445,8.596348677308,9.53439612607615,5.754416873378121,7.897476845177466,5.440839207204595,7.657584954647675,3.9560871522488896,5.610794110713824,6.480662339797727,7.164427970657716,5.618837756083755,7.1555625083586385,24,6.98,AIML,2,3.1,2,6
1625,9.74659555243509,4.6909328580033804,10.0,7.653303594864863,4.749668423421921,6.739989014455041,9.040423713385158,7.804166875201001,4.110913705332084,8.11848538252323,10.0,4.050667777174221,6.687558143414018,8.672292446459515,8.405266081132206,4.320338285154123,7.253480145157008,5.626503405190193,6.624805885720102,4.867559689171248,23,5.75,Cyber,3,1.8,0,3
1626,8.160096131429297,1.9009709676233495,2.3500445060777664,3.1292623459062217,5.440321848314121,7.1730244379336465,7.301430204883175,5.963664734182402,7.009978402237502,3.0383119460315577,8.011724241431743,5.071439479321302,7.581135952839613,7.9064033271107155,8.752144568973439,5.26525662132291,8.511371839984683,8.894373231576793,5.127365459703771,2.910059481779808,24,8.02,CSE,4,2.6,2,4
1627,5.1053562086824975,6.747067366823537,4.522522549390144,3.1125632608098908,8.162813088784967,4.844236325994288,8.543111826941713,5.463020280623207,7.680730762163279,2.486411595179839,6.258780195368444,1.4328138739629708,5.549985679698155,7.496546723654521,2.5797265839120693,7.308427174220852,1.6013459205065974,6.166665422806403,4.9506819486837905,6.215417705651427,24,6.74,CSE,4,2.6,2,6
1628,8.562032723470226,8.91086896783065,4.745944296339211,5.034398622630101,4.018791325848344,4.155957243388267,7.70829494149343,5.9554756207697075,7.387212251002318,3.149137100520499,1.0,6.8492817239017665,4.594533255087474,5.292080251410456,6.052234023665657,5.496505380705529,10.0,1.7533004095621045,8.76294599803702,7.9122393441301995,21,8.73,Cyber,1,2.4,2,8
1629,6.1357110210548065,4.817963088533136,10.0,8.876057443746525,3.863592337091366,10.0,6.98922820387164,5.005278416051163,10.0,5.012663356894988,5.713403018981358,4.8521317695419945,8.838089644488086,9.038959373161939,7.0511000763016245,4.859352242282462,3.878218652032328,7.099604037322062,6.250390895257555,5.698041058495086,22,8.92,ECE,3,0.5,0,9
1630,7.705547350244439,6.88011985804629,9.613717768293023,6.137749279027538,7.0790950667220365,5.814183060303434,8.91028587058689,2.6035261156223006,4.831270683280303,7.803565640243941,9.704453259427943,5.266881080670864,6.362935152260917,3.3639328922719196,1.0,6.188172854048787,6.200467582472285,3.6746295144486916,3.198493395405794,5.5587281774713375,18,7.04,CSE,2,2.3,3,4
1631,6.96946563458895,2.863711373159899,8.987856287284394,6.579622391133238,6.6383928892842405,4.632615320781417,3.383050738149353,6.601848874015092,8.827566620562653,7.755902934757207,6.1600950208235234,5.809947281747009,5.658695332631698,3.4661255191465683,4.639271350051917,7.519561092354937,7.9213955443885915,8.856881122042699,1.7852726454016894,5.819051586688615,18,7.46,CSE,4,3.0,1,4
1632,4.307286690018253,6.914426127385028,5.338682675247337,6.556159191147055,4.459372924218208,7.413172890584523,4.6310755975015265,7.531671427496082,8.311290245451099,6.681439690362595,7.643698920465769,2.7039721982527207,2.3627188679528994,9.734791941867496,4.568450739814988,7.499631732246315,7.284497363431006,9.752178382694972,8.887962445123408,4.475523852298125,23,6.91,DS,4,1.5,1,9
1633,4.712900335365076,5.2132354045106855,10.0,8.218415965173461,3.8175928431695505,5.898411929544216,4.358196946287814,5.692145443352187,6.098932816028076,5.719091841621599,6.783918659918637,7.382204392297133,6.383141682338004,6.723239798221201,4.709783681538792,7.230670367601056,8.240951841738909,8.014350108946244,7.847411096544202,5.538551748198325,25,5.81,DS,3,0.5,2,8
1634,8.059921635162322,4.475164098794171,6.736704007681943,4.779558614924293,8.875793986736864,3.8284673534757934,5.397224166721083,1.4698436361888625,9.678522080249781,10.0,5.026675881512208,4.872999630687992,5.990033059167338,3.5240400529950517,8.089264711035415,8.740401881834025,8.035668442403235,5.998902310883496,6.358015138604047,5.404369087743373,23,6.86,AIML,1,1.5,1,4
1635,5.330449335786918,4.4792727175677385,7.954526740606244,7.376570216976464,6.714008850599124,6.9661071433028905,7.371800716168589,4.856569909356495,5.706883692064263,6.067976075614427,9.38263144778123,10.0,3.2882370059207595,3.1327841909437666,5.886890368351298,5.819028512908139,6.834072039804963,7.201907311045664,6.289448151614884,7.203881938975437,18,7.5,CSE,4,2.1,2,8
1636,5.1927030735160065,5.21277683593398,6.3593907622124135,4.33823467228974,3.272928272543935,4.293758061848362,3.7697930956265036,7.8114441437358595,6.044633113118477,5.826029332304306,6.377811839145294,5.040805703043244,4.437743961797423,3.048427687500412,6.8423765825630305,5.277580698502553,7.500359903341191,4.504498557889723,5.979650220697368,8.38028137124207,20,8.11,Cyber,2,3.8,1,6
1637,4.0897548413012945,6.764866631385071,5.901066857353497,9.966545311841521,3.412748927835412,9.152916004311267,7.005598393622211,3.1235029749263816,5.989032723901485,4.984842854222938,4.586259443098653,5.220854842925522,6.186709496702476,10.0,6.178896239367657,5.689101011006991,3.52414358738994,7.225345173525488,6.194251858591707,7.48804089471103,22,9.49,IT,4,2.2,0,5
1638,6.847198131186922,3.3756735976089645,5.496442652147241,4.39921779140662,5.276976055099062,6.989009259504805,4.825878163191525,7.39176804420744,3.4536286177887967,10.0,6.04305008857905,3.2868326211924086,6.934791460196698,5.837510016261829,10.0,4.3812008375372455,4.5798647095911145,4.410145254241154,6.4232785840765985,5.144239067584465,23,6.81,CSE,1,1.5,3,0
1639,10.0,5.205769336864295,5.580720013161676,4.2352213938427585,7.4656836139952665,5.446239150947832,5.305871893626113,5.109167743260455,7.5230280685234225,7.441799820422869,8.855093331983541,2.7727804666332068,3.9632030268355294,4.965389285188291,7.992840154484384,4.334546863245991,4.052338788100998,9.75917823241108,8.087056655303389,2.2664965385983122,22,6.55,DS,3,3.1,0,1
1640,3.8649341714914542,5.917056444001704,7.216983297356157,7.099339626976099,7.1900176042165596,6.218694036044226,6.400831326867713,5.9624496986501185,7.2107962836512165,3.9310239929642297,3.0410967528316415,7.755373780195926,3.982328504974063,9.257564899615705,5.964861279817284,7.477616027727729,1.2592278936524526,4.028375395349247,7.89327277159075,5.542182270009623,25,8.48,ECE,1,1.7,2,2
1641,6.0484389133455165,3.8019215509362816,6.734399597550776,6.159576862864648,8.263357074002435,7.806576242196387,9.362496278122999,4.6282009784322575,5.790641360384288,3.694073722596867,6.540532513296972,8.122288010015916,6.2313085211163575,6.502552673262565,5.471956756136402,7.661209164030255,4.121840504885046,2.723334227017419,6.393468400022885,7.279588505008095,18,5.0,AIML,4,0.7,1,1
1642,8.824441110830858,9.593330403350034,5.937057259592632,6.653704812521869,3.019300385078405,6.371922507121597,4.575305895491745,3.728834980764106,9.52506909493471,2.6399252599371477,6.147269523305574,4.869200398343905,4.3175642334181035,5.345147079185518,4.606921965675764,1.0,3.930681404852763,5.67063254659799,6.430817174981542,7.944929095193332,18,6.4,Cyber,2,1.3,1,4
1643,5.84071721750857,4.293009039877317,9.019047985397709,6.454627590984636,6.447693379559313,10.0,5.839813213013128,8.868492936540743,5.125559885209635,5.806460748800483,2.91978255365112,6.242648161722619,5.5986277072626995,8.12174641401857,4.0535745318921625,7.88047390186996,4.137631939943597,7.184629574842573,7.682286974834119,5.528898749706162,18,8.73,AIML,4,2.7,1,3
1644,6.904743592499468,4.661126172733019,1.0,3.8192156023851225,8.851820664642721,8.27173503279105,3.843549548805889,7.631678065142981,2.54040517077785,3.0030457334342446,7.533535581910517,8.48373174834258,9.550636786361537,7.195416576160708,3.606186395438271,5.17742258944923,7.335231344827904,10.0,7.168544073706062,4.83902295021012,21,6.45,Cyber,2,1.2,2,7
1645,3.8752129437062406,4.043384100355004,7.01977449584239,9.226717858158969,8.665603460952198,6.975214735122243,4.556104567310556,7.28944205900408,9.80441194280308,3.6647944085951534,6.5129034303503905,6.578931149842422,5.914680317330023,7.200915290265201,7.9640996599471325,4.735286860622099,4.4668540495386,4.5528802894414495,5.827447975232154,3.5888284092267226,24,6.9,ECE,3,3.0,2,4
1646,6.856614194415297,9.596960174276235,7.435477413317958,7.787084411778219,6.717819962825372,4.126028252983032,3.8253171301510505,7.817110964403826,8.022218614405967,8.13668269678803,7.757056086760611,6.969632382165327,8.045499897492688,5.459564511474916,4.2099911927434155,5.3460825340825355,7.689655697975699,6.125199844473316,1.0,7.629407368858977,23,7.49,CSE,4,3.9,1,6
1647,5.625711469990902,7.105810457198963,8.293925736510339,8.717899902534231,10.0,5.706223792196018,6.489570175933143,7.005429744604994,7.252083324903169,7.781992626062739,8.276156480246943,6.174533145396716,3.5089954648500705,4.209314249947248,7.284068587763281,3.4757083103181254,2.865284375250769,5.998302591093277,7.386790812407302,2.9422987627274604,21,8.24,Cyber,3,3.4,1,0
1648,7.971459991359726,4.126815987512716,5.870257117893278,4.943338221779151,7.21857023283172,6.957749940104906,6.850617538977557,7.888262511560468,5.321109266170288,8.982803957636627,5.8888799184747125,4.694970329465072,4.464302810835325,3.9790619147229003,4.992951768292444,5.663913884510542,4.693164455069763,3.8939586466037333,8.231201934312658,7.77961637887094,20,7.45,AIML,1,1.5,1,2
1649,8.374772103129501,8.212463117719938,6.415840134767915,6.833047089430343,8.085493265682686,4.354277168483723,7.374098693447654,4.67219850803917,6.684183202140669,3.059359455095326,4.888792556348711,6.7709053983145715,4.4218801530739436,6.2058186679509095,4.497816555850983,9.829817897644066,5.21911370004654,3.997760842590411,5.476725423437478,4.838384468481086,24,7.44,CSE,4,0.8,1,5
1650,10.0,6.401397388577757,7.971896766629443,6.394736924469382,6.088895837551013,8.586853749925899,4.492700578187318,8.755373774558091,3.4792434127095113,3.995359733006969,3.150941107510331,9.72949857002621,3.792126788734144,6.015053777892313,5.33947819883227,2.9046191056623596,8.37232314071274,2.22821494215935,3.77828960094918,3.664137109791736,19,7.12,IT,4,0.5,2,5
1651,7.1592663464271515,6.514506842223003,8.98233280856036,8.256005252403016,4.4380494143114255,4.051685316443919,7.015886157090051,8.57686211907466,5.549714031354643,4.7428707740042775,4.711323073426204,4.959159251474996,2.4631725263878064,6.965616761217671,9.58382435797678,7.236680931827914,6.122780552461803,9.054898451140234,7.87323285771664,8.788153710907366,21,7.19,ECE,4,1.6,2,4
1652,6.6515926331643325,5.311045582495095,5.398928029642463,8.320496263659237,4.249581598442508,4.725548603908196,6.226200156496036,6.760963935035878,4.192604913624439,9.280169915386692,6.021895750524962,7.734931778740156,6.3861339700681246,5.150360489641201,10.0,7.949214343222265,6.583159644888705,4.411191374436246,7.904966071220109,3.5140735302919297,22,6.57,CSE,4,0.5,3,9
1653,6.388768603154672,4.501168026086053,6.53395156625512,6.386101605916229,6.363230429588841,4.875401630210237,5.884495005497344,5.4240109042299025,6.523762527428708,6.12576423689605,4.072846367636754,6.36273450343524,6.773774451553657,8.560613459673055,5.26700922377502,7.16391652603616,3.8054682105658126,1.8285483140536325,4.288794242867956,3.125295699686563,21,6.36,IT,4,2.4,1,6
1654,5.293667414378623,6.675532198109202,9.357147928697515,2.9640977363134966,5.576995986299586,7.487648921266266,3.51715434498458,3.5529415627005196,7.8469369170114405,9.644050916926687,7.166903863802833,4.820422937230834,4.108644761014474,3.348913592250598,5.083642027981333,9.067460773654624,7.702943728394513,5.226631822330575,6.949992343345025,9.951519191638445,24,8.88,Cyber,1,3.6,0,5
